,0
227779,45360
120934,45361
168410,45362
429583,45363
327868,45364
221897,45365
427425,45366
228268,45367
392991,45368
459626,45369
270958,45370
140819,45371
220516,45372
138715,45373
429634,45374
16072,45375
64224,45376
455091,45377
383735,45378
76858,45379
54565,45380
372437,45381
39847,45382
386636,45383
3489,45384
459721,45385
464443,45386
454779,45387
156667,45388
402555,45389
72821,45390
128849,45391
281547,45392
212201,45393
464507,45394
382317,45395
441717,45396
27064,45397
49307,45398
414694,45399
21728,45400
66913,45401
288814,45402
318860,45403
21015,45404
119145,45405
253713,45406
297509,45407
71326,45408
221141,45409
211410,45410
172262,45411
374383,45412
71061,45413
335564,45414
293667,45415
131348,45416
302673,45417
420937,45418
282603,45419
113405,45420
146994,45421
23634,45422
107724,45423
58248,45424
464843,45425
90530,45426
341486,45427
240225,45428
8949,45429
284389,45430
66837,45431
242218,45432
73793,45433
318715,45434
457689,45435
425966,45436
81452,45437
90566,45438
89343,45439
123150,45440
382187,45441
175384,45442
361286,45443
256018,45444
319666,45445
443237,45446
75922,45447
54993,45448
42251,45449
93328,45450
53995,45451
449242,45452
223182,45453
407893,45454
81541,45455
119859,45456
94969,45457
269981,45458
278224,45459
415758,45460
407880,45461
218439,45462
168543,45463
69947,45464
226260,45465
212402,45466
111062,45467
390769,45468
211438,45469
379491,45470
116936,45471
3814,45472
102709,45473
38283,45474
49881,45475
315162,45476
400468,45477
188563,45478
128517,45479
30723,45480
209654,45481
234526,45482
35216,45483
159954,45484
450651,45485
9905,45486
188894,45487
315477,45488
91081,45489
56870,45490
442749,45491
241688,45492
24637,45493
18764,45494
212578,45495
401566,45496
231783,45497
210992,45498
378565,45499
297039,45500
375056,45501
226989,45502
63345,45503
281799,45504
376371,45505
318236,45506
393724,45507
37376,45508
312689,45509
93116,45510
458758,45511
55528,45512
20377,45513
342290,45514
20249,45515
319474,45516
127128,45517
421973,45518
244464,45519
393459,45520
17656,45521
57847,45522
71908,45523
79472,45524
390463,45525
245131,45526
344021,45527
279822,45528
197755,45529
43597,45530
386883,45531
211141,45532
341525,45533
5555,45534
137454,45535
5838,45536
322533,45537
101992,45538
45076,45539
248464,45540
14789,45541
1249,45542
376525,45543
61411,45544
385883,45545
193074,45546
82050,45547
446578,45548
21339,45549
258712,45550
3051,45551
234392,45552
15339,45553
449012,45554
266471,45555
85600,45556
215402,45557
80520,45558
320725,45559
217022,45560
332197,45561
406470,45562
220392,45563
87283,45564
164649,45565
54247,45566
350240,45567
33386,45568
130145,45569
237879,45570
339589,45571
422692,45572
301941,45573
210840,45574
320399,45575
140673,45576
140948,45577
265847,45578
465638,45579
180519,45580
28721,45581
335649,45582
317553,45583
123165,45584
349561,45585
46255,45586
270430,45587
125623,45588
462276,45589
287167,45590
198557,45591
239653,45592
166608,45593
20278,45594
68423,45595
177014,45596
116604,45597
86835,45598
432410,45599
460424,45600
66455,45601
70678,45602
77175,45603
310877,45604
30851,45605
283607,45606
168768,45607
92135,45608
159980,45609
135155,45610
331577,45611
426374,45612
308755,45613
135179,45614
282749,45615
383176,45616
103929,45617
81501,45618
130822,45619
363825,45620
57637,45621
434344,45622
10628,45623
350524,45624
226510,45625
433161,45626
16303,45627
322348,45628
352572,45629
379650,45630
141517,45631
155412,45632
186301,45633
353785,45634
3537,45635
55251,45636
204843,45637
327273,45638
260100,45639
185555,45640
108124,45641
446726,45642
270228,45643
69416,45644
29505,45645
444628,45646
73186,45647
164287,45648
382915,45649
113279,45650
124004,45651
72667,45652
352127,45653
124852,45654
244129,45655
250038,45656
108228,45657
234555,45658
364251,45659
266835,45660
55284,45661
340630,45662
121248,45663
231174,45664
20576,45665
427833,45666
54815,45667
98306,45668
59425,45669
202917,45670
351001,45671
424940,45672
449281,45673
262843,45674
89943,45675
375817,45676
85308,45677
212906,45678
264895,45679
22368,45680
97443,45681
256727,45682
53572,45683
109716,45684
245840,45685
27040,45686
96473,45687
330224,45688
176827,45689
363414,45690
9594,45691
305230,45692
95186,45693
295000,45694
102553,45695
100462,45696
463203,45697
73623,45698
135559,45699
99258,45700
435597,45701
51141,45702
383849,45703
257583,45704
332170,45705
64703,45706
302310,45707
431507,45708
108471,45709
458084,45710
228704,45711
130964,45712
260241,45713
17476,45714
304291,45715
303217,45716
412907,45717
317593,45718
308924,45719
21636,45720
122539,45721
136971,45722
401919,45723
22869,45724
61078,45725
151122,45726
281631,45727
402445,45728
184819,45729
261500,45730
49548,45731
66338,45732
39405,45733
115015,45734
340270,45735
109598,45736
326651,45737
83041,45738
158044,45739
338397,45740
215323,45741
284615,45742
282751,45743
373501,45744
376697,45745
93085,45746
168012,45747
280639,45748
170232,45749
413809,45750
114834,45751
318646,45752
399896,45753
48320,45754
368939,45755
289029,45756
241167,45757
343205,45758
199645,45759
18317,45760
238983,45761
418596,45762
86222,45763
350778,45764
175937,45765
299572,45766
34916,45767
78793,45768
214293,45769
5220,45770
152992,45771
114200,45772
358049,45773
248760,45774
58161,45775
410126,45776
48159,45777
272799,45778
242057,45779
308820,45780
327209,45781
257848,45782
234681,45783
244817,45784
170503,45785
439637,45786
373073,45787
220066,45788
18377,45789
428544,45790
431803,45791
179850,45792
389607,45793
328631,45794
347969,45795
101066,45796
307728,45797
342129,45798
103028,45799
19144,45800
106038,45801
455257,45802
318760,45803
392628,45804
60682,45805
274568,45806
106795,45807
391639,45808
202363,45809
316138,45810
260955,45811
227699,45812
388911,45813
207995,45814
41673,45815
219290,45816
251033,45817
59211,45818
84687,45819
144078,45820
398297,45821
458013,45822
323777,45823
206251,45824
348507,45825
381318,45826
180861,45827
47718,45828
338827,45829
303058,45830
148127,45831
220070,45832
182761,45833
403883,45834
231494,45835
253870,45836
263597,45837
126560,45838
431914,45839
7874,45840
266799,45841
297177,45842
306953,45843
328404,45844
427340,45845
188967,45846
403002,45847
157345,45848
77965,45849
43692,45850
105887,45851
126354,45852
65475,45853
399817,45854
315640,45855
347416,45856
194462,45857
249823,45858
67001,45859
279671,45860
113221,45861
275389,45862
112268,45863
230239,45864
231019,45865
174569,45866
125775,45867
315236,45868
455380,45869
17797,45870
97102,45871
46549,45872
204730,45873
443419,45874
440288,45875
66890,45876
339096,45877
419114,45878
411602,45879
27471,45880
149168,45881
47374,45882
448352,45883
381713,45884
65833,45885
4178,45886
447624,45887
395856,45888
414124,45889
415374,45890
83788,45891
200960,45892
22532,45893
12504,45894
285827,45895
56639,45896
354462,45897
25172,45898
410482,45899
440398,45900
437181,45901
263903,45902
326095,45903
8599,45904
309227,45905
394005,45906
129944,45907
18363,45908
446247,45909
80378,45910
396670,45911
59903,45912
129400,45913
353540,45914
26391,45915
134956,45916
411187,45917
309448,45918
163096,45919
42164,45920
440144,45921
145391,45922
222693,45923
161946,45924
325904,45925
409937,45926
39468,45927
75258,45928
154218,45929
172699,45930
287081,45931
26761,45932
444677,45933
81864,45934
175770,45935
244618,45936
349935,45937
271886,45938
71562,45939
132567,45940
441345,45941
173722,45942
160849,45943
209722,45944
229608,45945
196076,45946
281208,45947
109385,45948
438137,45949
351614,45950
287814,45951
411267,45952
142560,45953
132011,45954
189338,45955
162878,45956
137358,45957
460455,45958
69443,45959
87910,45960
149093,45961
48303,45962
463570,45963
306610,45964
62703,45965
129566,45966
135466,45967
254747,45968
216770,45969
240401,45970
346705,45971
195748,45972
25383,45973
187337,45974
105935,45975
114402,45976
320869,45977
292543,45978
413375,45979
376837,45980
413655,45981
194550,45982
161285,45983
368024,45984
371485,45985
155365,45986
425807,45987
251042,45988
195469,45989
392595,45990
344906,45991
392896,45992
358443,45993
142721,45994
52653,45995
253822,45996
68544,45997
99729,45998
309425,45999
53146,46000
189720,46001
403790,46002
365593,46003
418902,46004
48505,46005
462823,46006
320570,46007
32449,46008
2641,46009
151178,46010
169579,46011
453121,46012
192513,46013
302144,46014
55993,46015
416445,46016
29426,46017
351556,46018
291824,46019
70123,46020
292768,46021
456377,46022
345331,46023
160732,46024
306003,46025
244116,46026
397418,46027
350397,46028
266144,46029
259672,46030
17879,46031
225986,46032
359065,46033
56696,46034
155413,46035
448106,46036
159295,46037
72550,46038
36630,46039
137295,46040
71592,46041
256176,46042
37714,46043
80461,46044
13179,46045
252067,46046
285919,46047
113110,46048
105266,46049
62277,46050
436789,46051
448331,46052
34225,46053
333252,46054
164476,46055
106216,46056
161238,46057
108662,46058
464905,46059
123010,46060
26180,46061
149193,46062
446915,46063
328376,46064
272194,46065
310434,46066
25038,46067
229837,46068
390917,46069
87855,46070
401392,46071
70611,46072
448551,46073
321962,46074
188701,46075
38270,46076
286942,46077
307689,46078
191697,46079
401946,46080
113828,46081
229601,46082
271321,46083
285840,46084
98490,46085
215278,46086
223661,46087
185963,46088
375487,46089
66040,46090
218670,46091
58434,46092
204628,46093
143723,46094
417025,46095
307372,46096
349878,46097
231568,46098
313806,46099
292635,46100
266960,46101
250508,46102
131394,46103
444387,46104
217600,46105
420029,46106
361855,46107
395391,46108
220791,46109
181729,46110
169691,46111
131680,46112
324505,46113
40124,46114
425873,46115
188430,46116
369063,46117
339454,46118
293229,46119
377140,46120
411257,46121
414611,46122
78315,46123
114000,46124
117707,46125
162110,46126
163173,46127
125314,46128
124346,46129
227617,46130
297906,46131
289366,46132
122669,46133
363529,46134
257324,46135
53914,46136
16603,46137
328571,46138
437940,46139
246968,46140
159443,46141
358891,46142
328713,46143
44627,46144
414546,46145
344129,46146
345410,46147
50103,46148
249339,46149
227497,46150
312439,46151
58189,46152
425710,46153
57146,46154
48963,46155
462569,46156
425872,46157
98274,46158
186960,46159
397907,46160
13866,46161
187073,46162
281356,46163
72283,46164
439420,46165
187503,46166
67471,46167
44703,46168
457918,46169
325010,46170
384926,46171
41945,46172
368276,46173
299318,46174
200404,46175
166423,46176
407764,46177
118249,46178
345189,46179
73112,46180
159810,46181
4025,46182
137526,46183
9042,46184
457887,46185
376084,46186
71868,46187
298592,46188
71640,46189
44929,46190
159955,46191
385361,46192
170062,46193
338819,46194
266448,46195
114122,46196
81915,46197
278732,46198
152691,46199
256485,46200
32804,46201
40140,46202
168751,46203
346259,46204
399162,46205
333428,46206
139764,46207
212153,46208
344432,46209
68013,46210
353743,46211
167852,46212
354484,46213
346941,46214
223901,46215
142426,46216
378569,46217
301611,46218
321688,46219
401909,46220
409333,46221
363760,46222
199717,46223
370227,46224
432184,46225
166579,46226
327994,46227
339889,46228
445461,46229
98915,46230
193452,46231
418286,46232
390207,46233
135328,46234
340750,46235
190897,46236
250968,46237
106609,46238
442186,46239
373666,46240
116149,46241
287572,46242
61442,46243
80780,46244
236521,46245
372498,46246
96328,46247
462494,46248
154032,46249
181297,46250
81874,46251
77587,46252
370092,46253
265880,46254
171449,46255
423738,46256
436995,46257
23294,46258
351975,46259
57834,46260
458023,46261
106878,46262
439699,46263
52849,46264
332588,46265
340627,46266
66000,46267
309794,46268
146471,46269
220583,46270
34724,46271
276239,46272
47847,46273
72384,46274
352373,46275
327142,46276
340724,46277
404985,46278
106895,46279
139580,46280
297197,46281
343297,46282
46391,46283
442415,46284
367782,46285
11013,46286
315644,46287
457729,46288
431455,46289
55056,46290
294416,46291
326185,46292
318303,46293
52797,46294
121199,46295
32917,46296
408294,46297
138722,46298
42879,46299
66576,46300
183925,46301
437381,46302
447727,46303
209342,46304
371821,46305
22984,46306
446451,46307
415615,46308
27628,46309
220515,46310
258942,46311
359172,46312
170121,46313
87582,46314
397522,46315
430599,46316
191421,46317
61975,46318
36236,46319
197114,46320
340912,46321
229493,46322
144182,46323
386790,46324
338544,46325
243168,46326
54537,46327
173289,46328
49157,46329
293587,46330
37301,46331
160520,46332
403551,46333
465247,46334
403664,46335
288054,46336
257927,46337
36260,46338
415236,46339
139215,46340
243785,46341
459201,46342
86732,46343
133863,46344
86097,46345
7616,46346
324104,46347
262979,46348
22772,46349
347221,46350
79995,46351
231991,46352
257227,46353
298583,46354
426737,46355
343000,46356
268331,46357
83446,46358
456542,46359
56698,46360
159091,46361
395456,46362
305686,46363
276197,46364
177429,46365
12879,46366
65258,46367
94219,46368
458558,46369
183362,46370
463683,46371
348131,46372
282759,46373
230039,46374
186345,46375
391280,46376
39604,46377
338455,46378
290107,46379
372570,46380
173837,46381
72392,46382
326803,46383
335998,46384
250031,46385
412395,46386
71628,46387
93409,46388
396329,46389
240890,46390
419046,46391
10568,46392
50962,46393
225012,46394
426200,46395
426924,46396
347277,46397
142731,46398
261279,46399
170505,46400
278579,46401
378391,46402
384952,46403
267438,46404
278485,46405
362517,46406
216692,46407
117384,46408
146311,46409
76878,46410
157459,46411
393753,46412
91569,46413
70487,46414
261772,46415
335020,46416
245099,46417
453115,46418
423612,46419
443142,46420
251951,46421
50890,46422
9148,46423
217588,46424
340469,46425
190479,46426
2775,46427
84527,46428
345615,46429
337084,46430
48861,46431
244385,46432
208420,46433
175328,46434
115850,46435
105874,46436
339662,46437
198995,46438
84603,46439
306683,46440
390023,46441
191721,46442
462857,46443
154271,46444
383853,46445
213502,46446
48192,46447
90569,46448
306643,46449
357202,46450
429503,46451
76220,46452
47092,46453
210516,46454
376849,46455
77940,46456
265490,46457
198381,46458
295746,46459
162967,46460
381747,46461
158066,46462
327809,46463
108592,46464
33909,46465
446770,46466
402148,46467
412478,46468
279215,46469
459552,46470
207087,46471
377751,46472
235129,46473
284704,46474
289860,46475
23871,46476
42376,46477
377232,46478
207867,46479
134116,46480
19120,46481
163925,46482
360200,46483
47200,46484
119983,46485
265461,46486
252659,46487
167394,46488
124960,46489
398583,46490
146648,46491
462873,46492
66727,46493
465421,46494
397300,46495
439286,46496
349358,46497
5900,46498
55324,46499
426686,46500
222995,46501
27722,46502
69737,46503
279074,46504
163175,46505
53303,46506
184905,46507
375916,46508
368351,46509
294610,46510
76042,46511
201934,46512
337718,46513
74495,46514
11953,46515
166425,46516
322560,46517
317560,46518
120981,46519
92199,46520
156638,46521
392615,46522
155109,46523
414822,46524
392792,46525
326287,46526
132077,46527
326012,46528
53216,46529
449824,46530
403084,46531
2512,46532
348954,46533
351759,46534
160899,46535
49022,46536
84707,46537
274804,46538
303774,46539
243583,46540
298793,46541
419218,46542
204447,46543
278962,46544
287542,46545
99058,46546
149719,46547
227993,46548
444521,46549
103926,46550
411578,46551
402982,46552
231014,46553
255235,46554
161844,46555
252622,46556
31880,46557
296270,46558
367927,46559
71393,46560
380610,46561
327375,46562
338960,46563
399493,46564
123932,46565
2008,46566
369183,46567
221537,46568
356379,46569
74321,46570
129733,46571
303482,46572
186927,46573
454003,46574
364015,46575
107517,46576
146052,46577
208198,46578
40302,46579
369204,46580
244052,46581
288556,46582
423313,46583
322018,46584
266496,46585
276111,46586
441303,46587
419470,46588
97240,46589
133341,46590
348500,46591
111896,46592
428061,46593
297290,46594
239648,46595
397974,46596
258441,46597
163662,46598
186362,46599
105316,46600
276872,46601
129197,46602
70852,46603
125968,46604
271161,46605
201667,46606
111234,46607
293612,46608
281418,46609
168831,46610
56795,46611
229680,46612
53566,46613
34560,46614
390730,46615
162530,46616
377612,46617
186424,46618
201058,46619
355410,46620
134574,46621
230414,46622
399797,46623
388928,46624
423729,46625
203869,46626
225247,46627
255707,46628
26730,46629
213235,46630
227863,46631
109308,46632
441364,46633
245159,46634
251820,46635
268328,46636
31310,46637
426588,46638
98675,46639
423742,46640
38611,46641
58314,46642
204892,46643
406398,46644
321721,46645
300904,46646
418228,46647
215009,46648
433117,46649
225355,46650
55068,46651
329178,46652
374799,46653
309997,46654
286192,46655
184583,46656
11412,46657
75947,46658
235917,46659
141154,46660
424123,46661
444041,46662
62916,46663
70638,46664
246323,46665
340211,46666
83458,46667
462303,46668
70215,46669
235774,46670
279358,46671
30255,46672
405074,46673
250897,46674
368600,46675
354445,46676
448103,46677
109942,46678
374521,46679
327679,46680
247918,46681
148486,46682
435119,46683
270410,46684
143116,46685
427822,46686
416941,46687
46896,46688
66470,46689
375948,46690
158901,46691
305429,46692
22604,46693
295864,46694
381569,46695
313114,46696
174055,46697
303998,46698
186617,46699
311251,46700
343277,46701
199374,46702
376356,46703
313243,46704
133517,46705
283371,46706
130017,46707
355324,46708
182341,46709
262021,46710
373627,46711
126616,46712
372876,46713
361029,46714
354412,46715
167290,46716
246750,46717
228734,46718
252277,46719
377846,46720
191346,46721
300793,46722
401572,46723
403178,46724
100962,46725
452048,46726
386230,46727
20719,46728
11213,46729
186374,46730
69076,46731
136085,46732
264580,46733
284015,46734
368278,46735
150080,46736
170970,46737
48336,46738
179858,46739
136528,46740
282312,46741
232247,46742
239131,46743
142090,46744
275570,46745
428593,46746
88061,46747
139893,46748
380038,46749
166246,46750
136209,46751
318077,46752
258978,46753
267660,46754
225317,46755
297155,46756
161036,46757
38410,46758
164637,46759
355671,46760
368736,46761
330849,46762
243283,46763
77944,46764
250867,46765
79287,46766
413793,46767
191593,46768
88905,46769
273390,46770
421507,46771
225116,46772
428066,46773
345035,46774
290749,46775
238061,46776
34763,46777
202377,46778
461547,46779
373639,46780
452401,46781
311873,46782
191692,46783
180553,46784
350375,46785
121152,46786
372959,46787
35488,46788
44282,46789
130510,46790
176594,46791
435669,46792
384286,46793
271620,46794
88584,46795
246523,46796
267451,46797
173893,46798
447928,46799
326032,46800
311339,46801
440286,46802
449901,46803
158026,46804
256429,46805
98832,46806
227914,46807
409800,46808
356063,46809
141769,46810
68732,46811
359136,46812
159958,46813
416479,46814
254876,46815
154564,46816
4379,46817
261089,46818
36839,46819
223797,46820
240813,46821
242783,46822
32347,46823
269170,46824
155910,46825
80367,46826
156532,46827
66792,46828
280737,46829
320354,46830
311415,46831
207380,46832
149405,46833
139381,46834
183553,46835
105439,46836
364042,46837
441121,46838
213766,46839
36550,46840
56969,46841
88361,46842
420572,46843
334142,46844
191350,46845
319003,46846
433650,46847
161779,46848
173600,46849
222384,46850
2056,46851
433904,46852
206522,46853
267345,46854
208872,46855
290890,46856
203187,46857
119489,46858
313765,46859
41587,46860
224496,46861
348066,46862
42226,46863
26387,46864
336949,46865
459298,46866
14727,46867
195574,46868
183844,46869
116302,46870
22292,46871
177342,46872
367121,46873
406443,46874
141429,46875
246521,46876
298247,46877
229740,46878
263943,46879
1211,46880
83456,46881
40143,46882
177738,46883
209805,46884
396981,46885
183455,46886
288725,46887
324946,46888
53291,46889
425945,46890
114932,46891
230826,46892
258030,46893
281081,46894
12659,46895
19339,46896
202819,46897
13125,46898
278247,46899
202287,46900
174423,46901
456771,46902
391427,46903
215564,46904
85449,46905
419236,46906
207630,46907
465631,46908
238489,46909
221383,46910
390645,46911
433065,46912
72664,46913
410355,46914
225578,46915
226107,46916
438020,46917
24813,46918
271633,46919
122021,46920
463183,46921
240306,46922
146244,46923
219741,46924
141151,46925
60123,46926
181687,46927
39583,46928
136786,46929
252769,46930
460722,46931
263133,46932
237921,46933
356518,46934
221512,46935
185560,46936
35299,46937
128105,46938
60253,46939
215345,46940
459939,46941
56885,46942
96792,46943
302138,46944
259906,46945
375307,46946
314476,46947
68208,46948
365377,46949
150790,46950
197134,46951
243990,46952
122697,46953
443974,46954
347545,46955
172957,46956
397379,46957
403985,46958
395435,46959
97148,46960
286749,46961
308490,46962
22879,46963
386750,46964
262920,46965
255266,46966
166964,46967
15148,46968
271330,46969
366298,46970
325261,46971
12754,46972
372094,46973
321258,46974
107369,46975
394018,46976
205343,46977
86804,46978
214512,46979
281969,46980
92741,46981
228765,46982
190654,46983
214461,46984
102129,46985
222684,46986
118411,46987
176599,46988
18864,46989
435932,46990
147138,46991
186222,46992
235694,46993
435801,46994
223374,46995
20668,46996
212415,46997
10275,46998
113512,46999
335549,47000
367699,47001
359940,47002
221414,47003
175840,47004
38068,47005
15951,47006
355612,47007
100172,47008
77998,47009
417559,47010
229710,47011
117730,47012
182156,47013
368419,47014
10875,47015
284820,47016
370711,47017
140983,47018
79799,47019
51647,47020
147799,47021
129926,47022
7402,47023
148648,47024
382727,47025
374823,47026
218788,47027
302489,47028
118501,47029
335910,47030
36903,47031
146305,47032
3499,47033
193753,47034
460947,47035
293704,47036
211748,47037
293503,47038
457164,47039
415531,47040
155453,47041
130645,47042
18984,47043
1377,47044
443367,47045
164319,47046
375605,47047
377087,47048
150962,47049
175701,47050
136789,47051
57970,47052
51159,47053
344065,47054
127855,47055
210299,47056
350083,47057
23432,47058
268063,47059
25888,47060
159455,47061
62244,47062
401858,47063
216002,47064
297093,47065
190222,47066
186758,47067
187752,47068
390246,47069
8236,47070
133408,47071
104751,47072
255981,47073
108580,47074
225433,47075
339140,47076
220957,47077
234452,47078
432127,47079
283098,47080
220927,47081
279237,47082
189972,47083
300092,47084
246197,47085
399703,47086
76282,47087
357745,47088
418682,47089
169532,47090
431516,47091
225095,47092
320608,47093
15773,47094
141955,47095
125838,47096
159866,47097
307723,47098
199951,47099
1983,47100
72371,47101
286003,47102
172282,47103
77511,47104
412541,47105
159462,47106
187992,47107
291933,47108
456636,47109
311470,47110
455708,47111
269019,47112
245481,47113
115805,47114
75035,47115
451871,47116
461710,47117
199940,47118
57567,47119
165795,47120
211840,47121
229344,47122
331512,47123
136803,47124
206263,47125
49097,47126
271858,47127
1751,47128
44984,47129
455564,47130
16172,47131
427107,47132
183993,47133
49807,47134
325253,47135
143309,47136
401850,47137
348693,47138
441315,47139
81321,47140
250966,47141
211468,47142
51788,47143
70478,47144
153095,47145
51083,47146
224163,47147
89866,47148
277176,47149
183900,47150
134101,47151
301137,47152
174537,47153
460522,47154
80605,47155
289309,47156
222469,47157
452802,47158
75517,47159
116810,47160
57196,47161
83086,47162
402967,47163
352772,47164
375725,47165
239570,47166
420204,47167
25228,47168
441628,47169
291455,47170
229165,47171
307027,47172
53418,47173
311218,47174
79401,47175
10330,47176
98861,47177
371073,47178
200926,47179
407952,47180
310211,47181
18387,47182
352807,47183
101138,47184
243909,47185
74430,47186
59410,47187
58105,47188
101958,47189
344188,47190
70252,47191
138542,47192
28731,47193
427844,47194
202422,47195
406277,47196
285520,47197
66222,47198
406894,47199
222304,47200
107893,47201
387685,47202
63690,47203
234958,47204
197493,47205
291100,47206
227180,47207
193474,47208
58547,47209
281107,47210
293556,47211
458998,47212
360344,47213
191995,47214
226822,47215
26985,47216
192548,47217
436081,47218
316679,47219
125708,47220
292479,47221
227296,47222
198376,47223
232631,47224
380960,47225
279757,47226
332349,47227
14937,47228
334902,47229
400442,47230
411490,47231
378445,47232
406869,47233
461576,47234
139726,47235
120164,47236
69864,47237
365260,47238
398260,47239
91840,47240
379351,47241
147384,47242
9075,47243
323450,47244
465051,47245
320160,47246
171486,47247
376575,47248
322338,47249
344645,47250
342820,47251
363493,47252
355416,47253
97768,47254
419031,47255
44137,47256
210003,47257
70002,47258
10680,47259
232749,47260
32728,47261
357681,47262
145645,47263
393822,47264
296692,47265
743,47266
445134,47267
3596,47268
356545,47269
68804,47270
301464,47271
348245,47272
5862,47273
36278,47274
419254,47275
215983,47276
387418,47277
63536,47278
102465,47279
289823,47280
462435,47281
338071,47282
403211,47283
291543,47284
336520,47285
100684,47286
53938,47287
132045,47288
132330,47289
359466,47290
373405,47291
348545,47292
419903,47293
276617,47294
355529,47295
281666,47296
183730,47297
48700,47298
86531,47299
381647,47300
225192,47301
53713,47302
206922,47303
80050,47304
457088,47305
397797,47306
199823,47307
9555,47308
282138,47309
381928,47310
322546,47311
48555,47312
430367,47313
253124,47314
93491,47315
287809,47316
391748,47317
240935,47318
312622,47319
53940,47320
369950,47321
452865,47322
356558,47323
92669,47324
128008,47325
7063,47326
445353,47327
396349,47328
389753,47329
363211,47330
92759,47331
244724,47332
192685,47333
464271,47334
373002,47335
21185,47336
38144,47337
195152,47338
212870,47339
202982,47340
272733,47341
274008,47342
391653,47343
380226,47344
155616,47345
263622,47346
367334,47347
383183,47348
293116,47349
79886,47350
116367,47351
57864,47352
253367,47353
50035,47354
329126,47355
66410,47356
8212,47357
406622,47358
150434,47359
90831,47360
431231,47361
251850,47362
11745,47363
312712,47364
243269,47365
280843,47366
400832,47367
294178,47368
451863,47369
38823,47370
236825,47371
314162,47372
219541,47373
381567,47374
23090,47375
364893,47376
217625,47377
243218,47378
446914,47379
356918,47380
197609,47381
444983,47382
434094,47383
272772,47384
413889,47385
163848,47386
416149,47387
174563,47388
57252,47389
131191,47390
196392,47391
163051,47392
282208,47393
131643,47394
223754,47395
335594,47396
183000,47397
40490,47398
170960,47399
183635,47400
226960,47401
276029,47402
464235,47403
55192,47404
34745,47405
83676,47406
326640,47407
456180,47408
206862,47409
68324,47410
417101,47411
419109,47412
84315,47413
83638,47414
342007,47415
99634,47416
258984,47417
154955,47418
8658,47419
420073,47420
293651,47421
305876,47422
350445,47423
38057,47424
161818,47425
353491,47426
364178,47427
423843,47428
66117,47429
164453,47430
322307,47431
53693,47432
199344,47433
225174,47434
180389,47435
442114,47436
35245,47437
160779,47438
336989,47439
382748,47440
142477,47441
141028,47442
310344,47443
422240,47444
336589,47445
231521,47446
150072,47447
417749,47448
404602,47449
51751,47450
264773,47451
295995,47452
109364,47453
440656,47454
297180,47455
356314,47456
61042,47457
86843,47458
313921,47459
257919,47460
138767,47461
51934,47462
63503,47463
314793,47464
54964,47465
382778,47466
50228,47467
319541,47468
170711,47469
407422,47470
418878,47471
172521,47472
360997,47473
310607,47474
410389,47475
175456,47476
82705,47477
436630,47478
449306,47479
426136,47480
72126,47481
248539,47482
354783,47483
88585,47484
180046,47485
455730,47486
372205,47487
297664,47488
116214,47489
143319,47490
147033,47491
444222,47492
254030,47493
305061,47494
426908,47495
132078,47496
435007,47497
104442,47498
442794,47499
92219,47500
439814,47501
74270,47502
77893,47503
379273,47504
223283,47505
328225,47506
123907,47507
30017,47508
225092,47509
250189,47510
388579,47511
174749,47512
17041,47513
254756,47514
78189,47515
56673,47516
113776,47517
331712,47518
372231,47519
384611,47520
150211,47521
63925,47522
220488,47523
452830,47524
101973,47525
134727,47526
189155,47527
419717,47528
94325,47529
173,47530
399925,47531
317613,47532
338711,47533
388223,47534
301539,47535
129761,47536
27921,47537
143866,47538
382465,47539
463851,47540
347432,47541
99907,47542
152184,47543
94084,47544
158264,47545
330144,47546
25196,47547
186228,47548
372022,47549
327391,47550
76999,47551
319468,47552
174605,47553
129138,47554
138640,47555
194940,47556
146253,47557
288243,47558
367146,47559
209116,47560
297238,47561
194443,47562
426040,47563
125145,47564
84595,47565
260514,47566
91065,47567
192034,47568
275874,47569
323039,47570
446368,47571
324972,47572
241522,47573
53129,47574
291934,47575
65677,47576
47731,47577
87710,47578
305201,47579
406417,47580
36185,47581
37820,47582
113486,47583
96402,47584
247335,47585
33434,47586
163015,47587
252584,47588
222120,47589
72252,47590
465836,47591
128182,47592
311306,47593
166138,47594
270731,47595
162181,47596
349740,47597
449948,47598
96194,47599
98358,47600
356229,47601
245442,47602
310704,47603
57989,47604
383,47605
35767,47606
44433,47607
265738,47608
347078,47609
1622,47610
424881,47611
389757,47612
49085,47613
175957,47614
437128,47615
436960,47616
62315,47617
449989,47618
59307,47619
255697,47620
142776,47621
326965,47622
342344,47623
78323,47624
51607,47625
100117,47626
369079,47627
397193,47628
189589,47629
441692,47630
247650,47631
51676,47632
11176,47633
137751,47634
243634,47635
283470,47636
351362,47637
450246,47638
61433,47639
431000,47640
46974,47641
241807,47642
3694,47643
40588,47644
155233,47645
116467,47646
32597,47647
160862,47648
153407,47649
79239,47650
381854,47651
264546,47652
387404,47653
158516,47654
18269,47655
271094,47656
240527,47657
142690,47658
248982,47659
357242,47660
209017,47661
380288,47662
383248,47663
457493,47664
14077,47665
95196,47666
92300,47667
23580,47668
30673,47669
146593,47670
136012,47671
324154,47672
373930,47673
212983,47674
81481,47675
376973,47676
433082,47677
256358,47678
345430,47679
55924,47680
52724,47681
181677,47682
84772,47683
211885,47684
39889,47685
58650,47686
36859,47687
122994,47688
224877,47689
443889,47690
34640,47691
314130,47692
